Name,URL,Image_URL,Indirect:,Episode count:,Born:,Last appears,Cellmate(s):,Eye color,Sex,Original Identity,Occupation,Death reason:,Shows,Cellmate(s),First appears:,Prison,Age,Sex:,First Appearance,Alias(es):,Family,Cause of death,Season(s):,Portrayed by,Affiliations,Last Appearance,Last appears:,Species:,Kills:,First appears,Death,Sentence,Status,Affiliations:,Prison:,Actor,Created by:,Portrayed by:,Status:,Hair color,Other names,Crime(s),Died:
Joe Ramsey,https://prisonbreak.fandom.com/wiki/Joe_Ramsey,https://static.wikia.nocookie.net/prisonbreak/images/a/a3/Joseph-ramsey.jpg/revision/latest/scale-to-width-down/268?cb=20110404233053,,,,,,,,,,,,,Out of the Mouth of Babes,,,Male,,,,,1,,,,Out of the Mouth of Babes,,,,,,,,Souza-Baranowski Correctional Center,,Nick Santora Kimberly Mercado,Derek Phillips,Alive,,,,
John Abruzzi,https://prisonbreak.fandom.com/wiki/John_Abruzzi,https://static.wikia.nocookie.net/prisonbreak/images/0/0d/Peter-stormare-prison-break-season-2-promo-photo.jpg/revision/latest/scale-to-width-down/268?cb=20120331143206,,20,,,,,,,,Shot by Alexander Mahone's field operatives,,,Pilot,,,Male,,Abruzzi,,,"1 , 2 , 4",,,,First Down,,,,,,,,Fox River,,,Peter Stormare,Deceased,,,,"May 30, 2005"
John Abruzzi's daughter (Pobeg),https://prisonbreak.fandom.com/wiki/John_Abruzzi%27s_daughter_(Pobeg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Abruzzi's henchman,https://prisonbreak.fandom.com/wiki/John_Abruzzi%27s_henchman,https://static.wikia.nocookie.net/prisonbreak/images/3/31/Normal_121-502.jpg/revision/latest/scale-to-width-down/268?cb=20110211094658,,,,Go,,,,,,,,,,,,,,,,,,,,,,,,Bluff,,,Alive,,,,,,,,,,
John Abruzzi's henchman (II),https://prisonbreak.fandom.com/wiki/John_Abruzzi%27s_henchman_(II),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Abruzzi's henchman (II) (Pobeg),https://prisonbreak.fandom.com/wiki/John_Abruzzi%27s_henchman_(II)_(Pobeg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Abruzzi's henchman (Pobeg),https://prisonbreak.fandom.com/wiki/John_Abruzzi%27s_henchman_(Pobeg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Abruzzi's son (I) (Pobeg),https://prisonbreak.fandom.com/wiki/John_Abruzzi%27s_son_(I)_(Pobeg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Abruzzi's son (II) (Pobeg),https://prisonbreak.fandom.com/wiki/John_Abruzzi%27s_son_(II)_(Pobeg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John Abruzzi, Jr","https://prisonbreak.fandom.com/wiki/John_Abruzzi,_Jr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Abruzzi (Pobeg),https://prisonbreak.fandom.com/wiki/John_Abruzzi_(Pobeg),https://static.wikia.nocookie.net/prisonbreak/images/b/b1/Pobeg---koba-krasivyj.jpg/revision/latest/scale-to-width-down/268?cb=20110206133538,,,,,,,,,,,,Theodore Bagwell Alexei Chernov,,Unnamed prison,,,,,,,,,,,,,,,,,,,,,,,,,,Escaping prison,
John Abruzzi (The Conspiracy),https://prisonbreak.fandom.com/wiki/John_Abruzzi_(The_Conspiracy),https://static.wikia.nocookie.net/prisonbreak/images/0/09/Johnua.jpg/revision/latest/scale-to-width-down/268?cb=20100527150348,,,,,,,,,,,,,Chapter 1,,,Male,,,,,Prison Break: The Conspiracy,,,,Chapter 9,,2,,,,,,Fox River,,,Peter Stormare (English),Alive,,,,
John Friendly,https://prisonbreak.fandom.com/wiki/John_Friendly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John King,https://prisonbreak.fandom.com/wiki/John_King,https://static.wikia.nocookie.net/prisonbreak/images/d/d5/Male.jpg/revision/latest?cb=20100501194117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,
John Muir,https://prisonbreak.fandom.com/wiki/John_Muir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Tapord,https://prisonbreak.fandom.com/wiki/John_Tapord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johnny,https://prisonbreak.fandom.com/wiki/Johnny,https://static.wikia.nocookie.net/prisonbreak/images/6/6f/The_Conspiracy_2.PNG/revision/latest/scale-to-width-down/268?cb=20110307043547,,1,,,,,,,,Neck broken by Tom Paxton,,,Chapter 4,,,Male,,,,,Prison Break: The Conspiracy,,,,Chapter 4,,,,,,,,Fox River,,,Unknown voice actor (English),Deceased,,,,"2005 [ 1 ] , Fox River"
Johnny Griffin,https://prisonbreak.fandom.com/wiki/Johnny_Griffin,,,1,,,,,,,,,,,I Smell Emmy,,,Male,,,,,2,,,,I Smell Emmy,,1,,,,,,,,,Miles Doleac,Alive,,,,
Jonathan Krantz,https://prisonbreak.fandom.com/wiki/Jonathan_Krantz,https://static.wikia.nocookie.net/prisonbreak/images/6/68/JonathanKrantz.jpg/revision/latest/scale-to-width-down/268?cb=20110503135225,Unknown,30,1943,,,Blue,,,,Electricity by an electric chair,,,The Killing Box,,,Male,,Pad Man,,,"2 , 3 , 4 The Final Break",,,,Free,,1,,,,,The Company,Fox River Miami-Dade Penitentiary Men's Facility,,Zack Estrin,Leon Russom,Deceased,,,,2009
Jonathan Krantz's aide,https://prisonbreak.fandom.com/wiki/Jonathan_Krantz%27s_aide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jones,https://prisonbreak.fandom.com/wiki/Jones,https://static.wikia.nocookie.net/prisonbreak/images/4/4a/Prison-break-review-3.jpg/revision/latest/scale-to-width-down/268?cb=20100521172110,,,,Prison Break - The Conspiracy (Game),,,,,,,,,,,,,,,,,,Unknown voice actor (English),,,,,,Prison Break - The Conspiracy (Game),,,Unknown,,,,,,,,,,
Jorge Rivera,https://prisonbreak.fandom.com/wiki/Jorge_Rivera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jos E. Racen,https://prisonbreak.fandom.com/wiki/Jos_E._Racen,https://static.wikia.nocookie.net/prisonbreak/images/d/d5/Male.jpg/revision/latest?cb=20100501194117,,,,(Name appears on stone),,,,,,,,,,,,,,,,,,,,,,,,(Name appears on stone),,,Alive,,,,,,,,,,
Josh Bennett,https://prisonbreak.fandom.com/wiki/Josh_Bennett,https://static.wikia.nocookie.net/prisonbreak/images/a/a3/Normal_403-496.jpg/revision/latest/scale-to-width-down/268?cb=20100408174708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deceased,,,,,,,,,,
Josh Stolte,https://prisonbreak.fandom.com/wiki/Josh_Stolte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joshua Benson,https://prisonbreak.fandom.com/wiki/Joshua_Benson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Judy Pope,https://prisonbreak.fandom.com/wiki/Judy_Pope,https://static.wikia.nocookie.net/prisonbreak/images/5/55/Vlcsnap-47143.jpg/revision/latest/scale-to-width-down/268?cb=20111129212216,,,,1x5,,,,,,,,,,,,,,,,,,Deanna Dunagan,,,,,,1x4,,,Alive,,,,,,,,,,
Judy Pope (The Conspiracy),https://prisonbreak.fandom.com/wiki/Judy_Pope_(The_Conspiracy),https://static.wikia.nocookie.net/prisonbreak/images/6/61/Female.jpg/revision/latest?cb=20100501200110,,,,Prison Break - The Conspiracy (Game) (Mentioned only),,,,,,,,,,,,,,,,,,,,,,,,Prison Break - The Conspiracy (Game) (Mentioned only),,,Alive,,,,,,,,,,
Jukebox,https://prisonbreak.fandom.com/wiki/Jukebox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julianne Simms,https://prisonbreak.fandom.com/wiki/Julianne_Simms,https://static.wikia.nocookie.net/prisonbreak/images/9/9c/Juliannesimms.jpg/revision/latest/scale-to-width-down/268?cb=20120310152800,1 [ 1 ],23,,,,,,,,,,,Pilot,,,Female,,,,,"1 , 2",,,,Served Cold,,,,,,,,,,Nick Santora Matt Olmstead,Brooke Nevin,Alive,,,,
Julianne Simms mother,https://prisonbreak.fandom.com/wiki/Julianne_Simms_mother,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June (Secret Service),https://prisonbreak.fandom.com/wiki/June_(Secret_Service),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Junior,https://prisonbreak.fandom.com/wiki/Junior,,,,,,,,Male,,,,,,,,,,,,,,,JR Bourne,,,,,,,,,Alive,,,,,,,,,,
Kacee Franklin,https://prisonbreak.fandom.com/wiki/Kacee_Franklin,https://static.wikia.nocookie.net/prisonbreak/images/e/e4/Normal_ep220_164.jpg/revision/latest/scale-to-width-down/268?cb=20090423135713,,,,2x20,,,,,,,,,,,,,,,Benjamin Miles Franklin (husband) Dede Franklin (daughter),,,Cynthia Kaye McWilliams,,,,,,1x13,,,Alive,,,,,,,,,,
Kaniel Outis,https://prisonbreak.fandom.com/wiki/Kaniel_Outis,https://static.wikia.nocookie.net/prisonbreak/images/5/55/KanielOutis.jpg/revision/latest/scale-to-width-down/268?cb=20170406225805,,,,,,,,Michael J. Scofield (birth name),,,Prison Break,,,,,,Kaniel Outis,,,,,,,Behind The Eyes,,,,,,,Alive (as Michael Scofield ),,,Wentworth Miller,,,,,,,
Karl Kokosing,https://prisonbreak.fandom.com/wiki/Karl_Kokosing,https://static.wikia.nocookie.net/prisonbreak/images/d/d5/Male.jpg/revision/latest?cb=20100501194117,,,,Prison Break - The Classified FBI Files,,,,,,,,,,,,,,,,,,,,,,,,Map 1213,,,Unknown,,,,,,,,,,
Karyn Usher (There are Rules),https://prisonbreak.fandom.com/wiki/Karyn_Usher_(There_are_Rules),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kate Lavin,https://prisonbreak.fandom.com/wiki/Kate_Lavin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kathryn Slattery,https://prisonbreak.fandom.com/wiki/Kathryn_Slattery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kathy Apolskis,https://prisonbreak.fandom.com/wiki/Kathy_Apolskis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katie Welch,https://prisonbreak.fandom.com/wiki/Katie_Welch,https://static.wikia.nocookie.net/prisonbreak/images/3/32/Pb_katie.jpg/revision/latest/scale-to-width-down/268?cb=20070302230417,,,,2x15,,,,,,,,,,,,,,,,,,DuShon Monique Brown,,,,,,1x2,,,Alive,,,,,,,,,,
Katie Welch (Pobeg),https://prisonbreak.fandom.com/wiki/Katie_Welch_(Pobeg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katie Welch (The Conspiracy),https://prisonbreak.fandom.com/wiki/Katie_Welch_(The_Conspiracy),https://static.wikia.nocookie.net/prisonbreak/images/7/77/KatieWelchConspiracy.jpg/revision/latest/scale-to-width-down/268?cb=20110213184231,,,,Prison Break - The Conspiracy (Game),,,,,,,,,,,,,,,,,,,,,,,,Prison Break - The Conspiracy (Game),,,Alive,,,,,,,,,,
Keith Stolte,https://prisonbreak.fandom.com/wiki/Keith_Stolte,https://static.wikia.nocookie.net/prisonbreak/images/8/8e/Stolte.jpg/revision/latest/scale-to-width-down/268?cb=20100329151249,,,,2x14,,,,,,,,,,,,,,,,,,Christian Stolte,,,,,,1x1,,,Alive,,,,,,,,,,
Kellen Stackhouse,https://prisonbreak.fandom.com/wiki/Kellen_Stackhouse,https://static.wikia.nocookie.net/prisonbreak/images/3/34/Day-sneaks-up-on-stackhouse.jpg/revision/latest/scale-to-width-down/268?cb=20110426190819,,,,Steaks,,,,,,,,,,,,,,,,,,Andrew Jackson,,,,,,Steaks,,,Alive,,,,,,,,,,
Kelli Foster,https://prisonbreak.fandom.com/wiki/Kelli_Foster,https://static.wikia.nocookie.net/prisonbreak/images/0/00/Normal_ep208_094.jpg/revision/latest/scale-to-width-down/268?cb=20100518144327,,1,22 June 1978,,,,,,,Shot by a Company operative,,,Dead Fall,,,Female,,,,,2,,,,Dead Fall,,,,,,,,,,,Natalie Dickinson,Deceased,,,,1 June 2005
Kenny,https://prisonbreak.fandom.com/wiki/Kenny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kid (Wash),https://prisonbreak.fandom.com/wiki/Kid_(Wash),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killoren,https://prisonbreak.fandom.com/wiki/Killoren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kim's agent,https://prisonbreak.fandom.com/wiki/Kim%27s_agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King (Company operative),https://prisonbreak.fandom.com/wiki/King_(Company_operative),https://static.wikia.nocookie.net/prisonbreak/images/3/3c/Pb_307_05.jpg/revision/latest/scale-to-width-down/268?cb=20100506181035,,,,The Art of the Deal,,,,,,,,,,,,,,,,,,Christian Bowman,,,,,,Vamonos,,,Alive,,,,,,,,,,
Kirk Skadden,https://prisonbreak.fandom.com/wiki/Kirk_Skadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Knight,https://prisonbreak.fandom.com/wiki/Knight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Koba,https://prisonbreak.fandom.com/wiki/Koba,https://static.wikia.nocookie.net/prisonbreak/images/2/27/Pobeg---kishenko.jpg/revision/latest/scale-to-width-down/267?cb=20110206134620,,,,,,,,,,,,,,,,Male,,,,,"Pobeg : 1 , 2",,,,,,,,,,,,Unnamed prison,,,Vitaly Kishchenko,Alive,,,,
Kowalki,https://prisonbreak.fandom.com/wiki/Kowalki,https://static.wikia.nocookie.net/prisonbreak/images/8/8c/FemaleOrMale.jpg/revision/latest?cb=20110324160211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,
Kristin Hamsen,https://prisonbreak.fandom.com/wiki/Kristin_Hamsen,https://static.wikia.nocookie.net/prisonbreak/images/6/61/Female.jpg/revision/latest?cb=20100501200110,,,,The Key,,,,,,,,,,,,,,,,,,,,,,,,The Key,,,Alive,,,,,,,,,,
Kristine Kellerman,https://prisonbreak.fandom.com/wiki/Kristine_Kellerman,,,2,1977,,,,,,,,,,Wash,,,Female,,,,,2,,,,Fin Del Camino),,,,,,,,,,Paul Scheuring,,,,,,
Kurt,https://prisonbreak.fandom.com/wiki/Kurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L. Coco,https://prisonbreak.fandom.com/wiki/L._Coco,https://static.wikia.nocookie.net/prisonbreak/images/6/6f/Coco.jpg/revision/latest/scale-to-width-down/268?cb=20100329170822,,,,1x22,,,,,,,,,,,,,,,,,,Lea Coco,,,,,,1x13,,,Alive,,,,,,,,,,
L. J. Burrows (Pobeg),https://prisonbreak.fandom.com/wiki/L._J._Burrows_(Pobeg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L. Ostrowsky,https://prisonbreak.fandom.com/wiki/L._Ostrowsky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LJ's friend,https://prisonbreak.fandom.com/wiki/LJ%27s_friend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laslow Manckewicz,https://prisonbreak.fandom.com/wiki/Laslow_Manckewicz,https://static.wikia.nocookie.net/prisonbreak/images/3/3d/Normal_116_442.jpg/revision/latest/scale-to-width-down/268?cb=20110420180827,,,,Brother's Keeper,,,,,,,,,,,,,,,,,,( unknown actor ),,,,,,Brother's Keeper,,,Alive,,,,,,,,,,
Laura Merlotti,https://prisonbreak.fandom.com/wiki/Laura_Merlotti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lechero's daughter (I),https://prisonbreak.fandom.com/wiki/Lechero%27s_daughter_(I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lechero's daughter (II),https://prisonbreak.fandom.com/wiki/Lechero%27s_daughter_(II),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lechero's mother,https://prisonbreak.fandom.com/wiki/Lechero%27s_mother,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lechero's son (I),https://prisonbreak.fandom.com/wiki/Lechero%27s_son_(I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lechero's son (II),https://prisonbreak.fandom.com/wiki/Lechero%27s_son_(II),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lechero's son (III),https://prisonbreak.fandom.com/wiki/Lechero%27s_son_(III),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lechero's unnamed girlfriend,https://prisonbreak.fandom.com/wiki/Lechero%27s_unnamed_girlfriend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leon,https://prisonbreak.fandom.com/wiki/Leon,https://static.wikia.nocookie.net/prisonbreak/images/1/17/Normal_ep211_050nnnnnnnnnnnnn.jpg/revision/latest/scale-to-width-down/268?cb=20090423141027,,,,2x11,,,,,,,,,,,,,,,,,,,,,,,,2x10,,,Deceased,,,,,,,,,,
Leslie Steadman,https://prisonbreak.fandom.com/wiki/Leslie_Steadman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leslie Steadman (Pobeg),https://prisonbreak.fandom.com/wiki/Leslie_Steadman_(Pobeg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leticia Barris,https://prisonbreak.fandom.com/wiki/Leticia_Barris,https://static.wikia.nocookie.net/prisonbreak/images/6/64/Leticia.gif/revision/latest/scale-to-width-down/268?cb=20110429132013,,,,,,,,,,Shot by Paul Kellerman,,,Allen,,,Female,,,,,"1 , 4",,,,Cell Test,,,,,,,,,,,Adina Porter,Deceased,,,,2005
Leticia Barris (Pobeg),https://prisonbreak.fandom.com/wiki/Leticia_Barris_(Pobeg),,,,,,,,,,,Shot by Paul Kellerman,,,,,,Male,,,,,1,,,,,,,,,,,,,,,,Deceased,,,,
Lieutenant Reyes,https://prisonbreak.fandom.com/wiki/Lieutenant_Reyes,https://static.wikia.nocookie.net/prisonbreak/images/2/26/Normal_116-135.jpg/revision/latest/scale-to-width-down/268?cb=20100803193134,,,,Brother's Keeper,,,,,,,,,,,,,,,,,,Jay Whittaker,,,,,,Brother's Keeper,,,Alive,,,,,,,,,,
Lila Maria Sucre,https://prisonbreak.fandom.com/wiki/Lila_Maria_Sucre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lincoln Burrows,https://prisonbreak.fandom.com/wiki/Lincoln_Burrows,https://static.wikia.nocookie.net/prisonbreak/images/a/af/Lincoln_Final_Break.jpg/revision/latest/scale-to-width-down/268?cb=20111203115243,,,,""" Behind The Eyes """,,Light Brown,Male,,,,,,,Fox River,51 (as of 2017),,,,LJ (son) Michael Scofield (Brother) Aldo Burrows † (Father) Lisa Rix † (ex-wife) Christina Scofield † (Mother) Michael Scofield Jr. (nephew) Sara Tancredi (sister-in-law) Sofia Lugo (ex-girlfriend) Veronica Donovan † (ex-girlfriend) Sheba (girlfriend),,,Dominic Purcell Max Kirsch (teenage Lincoln) Hunter Jablonski (child Lincoln),,,,,,""" Pilot """,,Death by electric chair,"Alive, freed",,,,,,,Light Brown,Linc Linc The Sink The Amazing Spider-Man The South-Side butcher Sergio Nick Savrinn,Murder (Acquitted) Escaping prison Evasion of authorities Breaking and entering,
Lincoln Burrows' lawyer,https://prisonbreak.fandom.com/wiki/Lincoln_Burrows%27_lawyer,https://static.wikia.nocookie.net/prisonbreak/images/d/d9/Normal_301-027.jpg/revision/latest/scale-to-width-down/268?cb=20100408210747,,,,Orientación,,,,,,,,,,,,,,,,,,,,,,,,Orientación,,,Alive,,,,,,,,,,
Lincoln Burrows' parents,https://prisonbreak.fandom.com/wiki/Lincoln_Burrows%27_parents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lincoln Burrows (The Conspiracy),https://prisonbreak.fandom.com/wiki/Lincoln_Burrows_(The_Conspiracy),https://static.wikia.nocookie.net/prisonbreak/images/6/67/Lincoln_Burrows.png/revision/latest/scale-to-width-down/268?cb=20100527144458,,,,,,,,,,,,,,Fox River,,,,,,,,Dominic Purcell (English) Viktor Neumann (Deutch) Eric Aubrahn (French) Unknown voice actor (Slovak),,,,,,,,Death to the electric chair,Alive,,,,,,,,,Murder (No one killed) Escaping prison,
Lisa Rix,https://prisonbreak.fandom.com/wiki/Lisa_Rix,https://static.wikia.nocookie.net/prisonbreak/images/a/ab/Normal_108-466.jpg/revision/latest/scale-to-width-down/268?cb=20100418122442,,,,1x8,,,,,,,,,,,,,,,,Shot by Danny Hale,,Jessalyn Gilsig,,,,,,1x1,,,Deceased,,,,,,,,,,
Lisa Rix (Pobeg),https://prisonbreak.fandom.com/wiki/Lisa_Rix_(Pobeg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lisa Tabak,https://prisonbreak.fandom.com/wiki/Lisa_Tabak,https://static.wikia.nocookie.net/prisonbreak/images/3/37/144371.jpg/revision/latest/scale-to-width-down/268?cb=20110717223853,,,,The Sunshine State,,,,,,,,,,,,,,,,,,Stacy Haiduk,,,,,,Eagles and Angels,,,Alive/Imprisoned,,,,,,,,,,
List of characters,https://prisonbreak.fandom.com/wiki/List_of_characters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lockwood,https://prisonbreak.fandom.com/wiki/Lockwood,https://static.wikia.nocookie.net/prisonbreak/images/2/2d/Erdt.jpg/revision/latest/scale-to-width-down/268?cb=20110430093157,,1,,,,,,,,,,,"Like Father, Like Son",,,Male,,,,,1,,,,"Like Father, Like Son",,,,,,,,,,,Stuart Hughes,Alive,,,,
Louie da Bomb,https://prisonbreak.fandom.com/wiki/Louie_da_Bomb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louis Patterson,https://prisonbreak.fandom.com/wiki/Louis_Patterson,https://static.wikia.nocookie.net/prisonbreak/images/d/da/Patterson.jpg/revision/latest/scale-to-width-down/268?cb=20100329144900,,,,The Killing Box,,,Male,,Corrections Officer,,,,,,,,,,Louis Patterson's unnamed wife (wife),,,Phillip Edward Van Lear,,,,,,Pilot,,,Alive,,,,,,,,,,
Louis Patterson (Pobeg),https://prisonbreak.fandom.com/wiki/Louis_Patterson_(Pobeg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louis Patterson (The Conspiracy),https://prisonbreak.fandom.com/wiki/Louis_Patterson_(The_Conspiracy),https://static.wikia.nocookie.net/prisonbreak/images/0/07/Vlcsnap-2010-03-21-18h31m08s26.jpg/revision/latest/scale-to-width-down/268?cb=20100602183218,,,,Prison Break - The Conspiracy (Game),,,,,,,,,,,,,,,,,,Unknown voice actor (English) Unknown voice actor (French) Unknown voice actor (Slovak) Unknown voice actor (Deutch),,,,,,Prison Break - The Conspiracy (Game),,,Alive,,,,,,,,,,
Luca Abruzzi,https://prisonbreak.fandom.com/wiki/Luca_Abruzzi,https://static.wikia.nocookie.net/prisonbreak/images/2/21/Luca.png/revision/latest/scale-to-width-down/268?cb=20240910133526,,3,,,,,,,,,,,Ogygia,,,Male,,,,,5,,,,,,0,,,,,,,,,Leo Rano,Alive,,,,
Lucas Harold,https://prisonbreak.fandom.com/wiki/Lucas_Harold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucasz Peshcopi,https://prisonbreak.fandom.com/wiki/Lucasz_Peshcopi,https://static.wikia.nocookie.net/prisonbreak/images/e/e1/Lukasz2.jpg/revision/latest?cb=20100329192643,,,,1x8,,,,,,,,,,,,,,,,,,Howie Johnson,,,,,,1x6,,,Deceased,,,,,,,,,,
Lucia,https://prisonbreak.fandom.com/wiki/Lucia,https://static.wikia.nocookie.net/prisonbreak/images/2/2b/BreakoutKings109-0626.jpg/revision/latest/scale-to-width-down/268?cb=20110505105215,,1,,,,,,,,,,,One for the Money,,,Female,,,,,1,,,,One for the Money,,,,,,,,,,,Daniela Lazzaro [ 1 ],Alive,,,,
Lucy Jones,https://prisonbreak.fandom.com/wiki/Lucy_Jones,https://static.wikia.nocookie.net/prisonbreak/images/6/61/Female.jpg/revision/latest?cb=20100501200110,,,,Prison Break - The Conspiracy (Game),,,,,,,,,,,,,,,,,,,,,,,,Prison Break - The Conspiracy (Game),,,Unknown,,,,,,,,,,
Luis Alvarez,https://prisonbreak.fandom.com/wiki/Luis_Alvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luis Candana,https://prisonbreak.fandom.com/wiki/Luis_Candana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luis Gallego,https://prisonbreak.fandom.com/wiki/Luis_Gallego,https://static.wikia.nocookie.net/prisonbreak/images/b/ba/McGrady.jpg/revision/latest/scale-to-width-down/268?cb=20101216150514,1,14,1988,,,,,,,,,,Orientación,,,Male,,Tracy McGrady,,,"3 , 4",,,,Scylla,,1,,,,,,,,,Carlo Alban,Alive,,,,
Lyle,https://prisonbreak.fandom.com/wiki/Lyle,https://static.wikia.nocookie.net/prisonbreak/images/3/30/Normal_114-225.jpg/revision/latest/scale-to-width-down/268?cb=20100730131854,,1,,,,,,,,,,,The Rat,,,Male,,,,,1,,,,The Rat,,,,,,,,,,,Phil Ridarelli,Alive,,,,
Lyle Sands,https://prisonbreak.fandom.com/wiki/Lyle_Sands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M. Grzenkowski,https://prisonbreak.fandom.com/wiki/M._Grzenkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M. O'Hara,https://prisonbreak.fandom.com/wiki/M._O%27Hara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M. Swickle,https://prisonbreak.fandom.com/wiki/M._Swickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mack Andrews,https://prisonbreak.fandom.com/wiki/Mack,https://static.wikia.nocookie.net/prisonbreak/images/f/f8/Mack.jpg/revision/latest/scale-to-width-down/268?cb=20100329142046,,,,1x22,,,,,,,,,,,,,,,,,,Mac Brandt,,,,,,1x2,,,Alive,,,,,,,,,,
Mack Andrews,https://prisonbreak.fandom.com/wiki/Mack_Andrews,https://static.wikia.nocookie.net/prisonbreak/images/f/f8/Mack.jpg/revision/latest/scale-to-width-down/268?cb=20100329142046,,,,1x22,,,,,,,,,,,,,,,,,,Mac Brandt,,,,,,1x2,,,Alive,,,,,,,,,,
Maggio,https://prisonbreak.fandom.com/wiki/Maggio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
